review,rating,date
Great app does all that I want. Sorry for $80 a year it is way overpriced. I’ll use the free version even though they have stripped it of every feature over the years. Every time you update another feature is paywalled.,2,2026-01-26T20:55:44-07:00
"It, like everything else from the 2010s just kind of sucks now. Now particularly offended that they paywalled some of the best features, but am at over the top  obnoxiousness of the constant ads and placeholders for “premium” everywhere. Like, as in, might be time to move off to another GPS enabled fitness app. Dont need my “friends” on here anyway.",3,2026-01-26T14:48:04-07:00
Used to have good features but are now behind a paywall. If you don’t use it I advise to not start.,1,2026-01-25T18:49:47-07:00
Strava has been very helpful with my pacing. Which I need.,5,2026-01-25T16:10:21-07:00
"I’ve been a premium member of Strava for about 13 years. I love that they’re always improving the platform finding new stats statistics to track love diving into the data. Everything is there that I need. I really appreciate the guys that create the program love this platform. don’t use anything else, but Strava.",5,2026-01-24T16:13:19-07:00
"I’ve been away from Strava and I’m just now coming back to it. I don’t want to pay or sign up for a free trial yet, but literally almost everything you click in the app forces you to either sign up for the trial or join the paid version. Every useful feature is behind a paywall. 

So if you’re looking for something good and free, look elsewhere. The user designed for anybody who doesn’t want to commit to signing up for anything is dreadful. There should be an option to remove all pro futures so you don’t consistently get an annoying pop-up every time you accidentally clicked something that is a “pro feature”.",2,2026-01-24T08:13:40-07:00
"Why are you making me unclick each individual email setting? I want to unsubscribe from all, especially if I’m paying you >$100/year and very active. Weird.",2,2026-01-24T07:44:24-07:00
Great app to track all activity and share with friends.,5,2026-01-22T16:15:22-07:00
Even if you turn off marketing notifications they’ll still send you them. Moreover the app will reset notification preferences periodically.,1,2026-01-22T11:32:09-07:00
"I went to send a kudos to a person I follow, then my app glitched out and wouldn’t load any pages. I logged out and tried to log back in but got “something went wrong” error. I’ve tried logging in on my PC using chrome and also on my phone using safari and still getting it.",1,2026-01-22T01:55:33-07:00
Every time I try to save the transparent photo nothing happens.,2,2026-01-21T21:40:54-07:00
mwah🤌🏼,5,2026-01-21T18:26:45-07:00
Obsessed,5,2026-01-21T16:19:28-07:00
If you didn’t Strava it it didn’t happen,5,2026-01-21T16:18:29-07:00
Strava is a great app. It’s super cool to be able to keep up with everyone you know on your journey to staying fit.,5,2026-01-21T16:12:06-07:00
"All of the excellent things you need and want in an activity tracking app. Great stats and data, accurate tracking, easy to use. 

Why I put 3 stars: there are unnecessary issues with the app, notifications, and support. 
- no matter how may times you check that you don’t want notifications, you’re still inundated with them
- email notifications specifically, based on their help page, have been an issue for years and is still unresolved. if my settings have email notifications switched off, why am I still getting daily kudos and comment notifications in my email? 
- if you want to submit a support ticket, that landing page isn’t formatted for mobile (for a huge company, not checking your user experience on mobile is wild). the drop down doesn’t work to even start a help ticket on mobile, so you’ll never be able to submit one, which feels like an intentional “oversight” for a company running a internationally used app. 
- I understand that you can’t opt out of certain marketing and security emails, that’s not the problem. it’s the unnecessary emails that you can “opt out” of (you can’t, that option is fake). don’t provide that setting option if it’s not real — so then I can decide to delete my account and stop using the app. if the setting is there, make it actually work.",3,2026-01-21T14:28:42-07:00
I bought the duo subscription and Strava is not letting me access any of the features. Ive put in multiple complaints to support but they are being closed without resolution. At this point I would rather take the refund.,1,2026-01-21T07:47:33-07:00
Horrible experience trying to connect my garmin device. Had to delete the app,1,2026-01-20T20:05:08-07:00
Great app,5,2026-01-20T17:48:43-07:00
"I truly believe big companies that have 1000 employees or more should pay for this app. This will help keep all employees healthy, happy and more productive.  👍🏽",5,2026-01-19T16:21:54-07:00
"Strava is the #1 social fitness app.  Easy to record workouts, easy to find motivation, easy to encourage others.     Works for athletes or all skill levels.",5,2026-01-17T16:14:03-07:00
Love the app,5,2026-01-17T16:06:12-07:00
Is there a way to add the minutes walked to distance total walked somewhere in the rewards section on the challenges tab? This would be really appreciated to see this visually and not have to guess click on the title reward  button to earn our challenge reward.,5,2026-01-17T12:09:54-07:00
Just odd. Also it’s way too hard if not impossible to see historical monthly totals,2,2026-01-17T10:20:08-07:00
"I signed up for the free trial, and paid for the annual. And none of the paid features work. It just keeps asking me to sign up. Really disappointed in this given its aggressive SEO and marketing campaign.",2,2026-01-17T04:58:43-07:00
"Here we are in 2026 and the Strava watch app is worse than ever! That’s right, you’ll be blocked from recording an activity occasionally, and more than likely, the app the app will crash out in the middle of your activity. But hey, there’s so much MORE to Strava with premium subscription. Come on guys, you can do better.",1,2026-01-16T16:22:49-07:00
Amazing app for working out,5,2026-01-16T16:13:42-07:00
It’s great!,5,2026-01-16T15:50:16-07:00
This is the perfect app for all your sporting needs it’s awesome,5,2026-01-15T16:12:35-07:00
"The bugs and glitches got to the point I quit paying for my subscription. Dropped signals, segment errors, upside down readouts etc and lack of customer service.",1,2026-01-15T16:09:20-07:00
Best app ever.,5,2026-01-15T16:04:06-07:00
"It’s sad but these days strava no longer has a premium experience. It has become worse with every update to the point that it is not fun to use without a subscription. 

Strava feels cheap. Always asking for funds always trying to push products I do not want. 

Click anywhere on seventy percent of any screen and you get a pop up asking to start a subscription. The user experience is totally disrupted.

The current miserable state of the app is just Sad.",1,2026-01-14T22:57:23-07:00
I love this app!!,5,2026-01-14T17:18:07-07:00
I love using strava for my easy runs and my workouts.,5,2026-01-13T16:47:29-07:00
I love ts,5,2026-01-13T16:13:37-07:00
"I wish this app was more inclusive to roller skating rather than forcing us to choose rollerblading in the clubs area. On top of that when I try to look for paved locations to skate on I have to choose “bike” for the filter because it refuses to scroll down past that. I don’t know if this app just doesn’t provide more or if it’s glitching and refuses to move from there. Overall, not very impressed and kinda let down.",2,2026-01-13T11:01:21-07:00
"Absolutely garbage cash-grab decision for 2025-26 to charge $12 Subscriptions just to view an annual recap. Use Runna, Stridekick, or Runkeeper as much better alternatives",1,2026-01-12T20:39:06-07:00
once you add volleyball as an sports option!!!,4,2026-01-12T20:34:53-07:00
awesome app,5,2026-01-12T16:17:40-07:00
"I downloaded Strava to “go on more walks.” What I got instead was a deeply intimate performance art platform that eroticizes productivity, surveillance, and self documentation in a way no dating app ever could.

There is nothing sexier than a glowing orange map of where I’ve been. Look at me. Witness me. I walked 4 miles and felt something. The pace? Slow. The elevation gain? Emotional. The time of day? Questionable. The commentary? Vulnerable enough to be inappropriate, but framed as “wellness.”

Strava knows when I’m active. It knows when I’m resting. It knows when I’m spiraling but calls it “recovery.” It rewards me with digital badges for consistency, which is frankly a kink. Every post feels like whispering into a public diary while pretending it’s just cardio.

Other apps ask, “What are you looking for Strava asks, “How did it feel?” And I answer. Every time.",5,2026-01-12T16:10:20-07:00
My fave social media platform,5,2026-01-12T16:09:33-07:00
Y’all make it impossible to cancel a subscription. I don’t want a subscription this app is useless what would anyone pay for something my Apple Watch does for free?  Costumer service is nearly impossible to find this scam need to be audit like they did Amazon,1,2026-01-11T08:51:12-07:00
"I have been using strava for five plus years. I use it to track my cycling for the most part and my overall fitness. So RE and fitness scores have become key. I’m in my mid fifties and while I’ve noticed strava has a natural age bias imo in that it doesn’t account for HR naturally declining as you age, recently it has just gone bonkers. I do a lot of repeat rides and all my recent rides have like half the RE scores despite the power and HR and speeds being similar or even better. This makes the fitness metric useless and quite frankly demoralizing which is kinda opposite what you want. Happy to share details with developer. 

For those of us embedded in strava. We can only hope they don’t grow too big and forget what they are about. 

For new users, it’s not what it once was.",2,2026-01-10T23:03:51-07:00
AI based support not helpful,1,2026-01-10T18:31:55-07:00
Enjoying tracking my workouts/training along with my friends - only request - bigger fonts!,4,2026-01-10T16:06:17-07:00
"All my friends use it so we can encourage each other to to try to get faster. This app is great, you should get it!",5,2026-01-10T15:09:02-07:00
Good but needs a dirtbike option,5,2026-01-09T13:01:54-07:00
Horrible,5,2026-01-08T17:51:54-07:00
Version 441 allowed you to use hyperlinks in posts and comments. Verizon 442 broke the feature again. Hyperlinks no longer display in the app. Please fix.,1,2026-01-08T09:15:25-07:00
Easy to use. Encourages you to be active.,5,2026-01-07T16:13:41-07:00
"The ads take up a lot of real estate in the app. They don’t go away when you have a paid subscription. 
Kudos bot cannot be disabled. 

Otherwise it is a great, device independent, exercise platform.",3,2026-01-07T14:07:53-07:00
Great for tracking workouts and progress and health. Compete with friends!,5,2026-01-07T08:41:54-07:00
"Before you skip this app, read what I have written and decide afterwards, trust me. So I’m in my high school cross country and track and in the past I have been off and on being lazy and going all in. After I got the app I feel I have been more consistent in my training because the app in my opinion challenges you to go harder and farther as the week’s progress. I used to only do like 1-6 mile runs or workouts but while using the app I have finally gotten to 10 miles running and 31.07 (50K) on a stationary bike. For any runner considering this app and want to start running, biking, or swimming, I seriously consider getting this app. You don’t need to be in the best condition and it doesn’t matter your age or gender. All people are welcome to join this app. It’s never to late to start but the sooner you do the better you’ll feel :D",5,2026-01-06T16:24:42-07:00
I enjoy every one with Strava,5,2026-01-06T16:18:14-07:00
"Great app for tracking but they REALLY want you to get premium. It works great without it, not a money grab app, but lots of pop ups to convince you to get premium.",4,2026-01-06T16:11:36-07:00
"Here’s a business model: create an app that has very limited features. Add new features that are behind a pay wall. User subscription unlocks said features. 

Stravas current business model: create an app with features. Continued to add features. Had other features behind a pay wall. Not enough interest in pay wall from users, so the previously added features are taken away and hidden behind a paywall. 

Ummmmm excuse me? That’s backwards. I suggest everyone just use Garmin Connect.",1,2026-01-06T15:34:59-07:00
"I’ve tried to connect my Apple Watch to my Strava on my phone and it’s not. It says my Apple Watch is ready but it’s not  connected. Also, there’s only one thing in the setup checklist a that’s only for 16+ so it doesn’t work for a lot of people. Please fix this soon",3,2026-01-06T11:40:50-07:00
"Three subscription pushes in 30 seconds. Every day. That’s the Strava experience now. The app feels less like a fitness tool and more like a social media company aggressively pushing a product I don’t want. Their training metrics are nowhere near the quality of platforms like Garmin, yet the upsell pressure keeps getting worse. Strava has lost sight of what made it valuable in the first place, and I genuinely hope a better alternative replaces it.",1,2026-01-05T19:05:34-07:00
This is the most positive online app & community I’ve ever been on,5,2026-01-04T16:47:31-07:00
"It’s been clutch, dawg 🤙",5,2026-01-04T16:07:47-07:00
The app kept auto pausing while on a walk as well as on a bike ride so it didn’t record my activity. In fact it missed about half of it. Very frustrating. I will find a better app than this.,2,2026-01-04T12:52:54-07:00
Unsubscribing and getting a refund from Strava is a mess.,1,2026-01-04T08:18:39-07:00
"Why did y'all get rid of the Ukraine, BLM, & LGBTQ trail colors? I actually preferred those when posting non-competitive activities. Otherwise I'm using the pace spectrum trail color but it was 50/50 till you changed it. Wth?",3,2026-01-04T06:38:16-07:00
Excellent app for fitness and tracking activities with contacts,5,2026-01-03T20:24:05-07:00
I’ve been using Strava for close to a decade. I understand the pressure with other social media platforms but I really miss the old days where there was no subscription fees or anything. I honestly only use it now to track weekly mileage and follow some old running friends. Maybe after that bar incident they can make some changes to those who have been lucky other than just hovering a free subscription membership for 30 days.,3,2026-01-03T16:15:31-07:00
I opened the app yesterday only to be logged out today with no reason and it keeps saying there is an error in logging in process what do I do,2,2026-01-03T02:07:37-07:00
Yall should add horse riding lowk,5,2026-01-02T18:11:06-07:00
Not as good as apple health or activity apps. Slightly better than Fitbit and smart ring. Free version highly overrated. Why would anyone actually pay for data that appears quite dubious? Mahalo,3,2026-01-02T16:19:24-07:00
Refuses to update health data unless I manually dig into settings. Every single tap inside the app is used to spam you with a subscription. You cant even take a screenshot without it begging for money.,1,2026-01-02T01:56:57-07:00
"I just found out that there was a change and if I create a challenge, my friends have to be paid subscribers to join.  This makes very difficult to use Strava as a community space for a team.   I understand subscription to create challenges, but to join them?? Now I’ll have to find a different app for our team. VERY disappointed",1,2026-01-01T17:13:25-07:00
"I started riding a road bike when I was 63. I had started spin classes in the Fall and by Spring was ready for a high end bike with as many upgrades as I could afford. Strava was at the top of the list. Now, with hundreds of followers and, following hundreds myself Strava has been nothing but fun. Maybe a bit of a time suck once in awhile, but fun. Although, 15 years later I can record myself slowing down at 78.",5,2025-12-30T16:13:43-07:00
"I hate doing the review but for this app I will happily do it. I even paused the shower for it because this is a great tracker of time, mile, and pace. Recommend use",5,2025-12-30T16:12:44-07:00
"Started running in august, never ran a mile before and my goal was to run at least one. I’ve ran 50 miles this year in total! Excited for the upcoming year given how far i’ve come in just 4 months! Thanks Strava team 🫶🏼",5,2025-12-29T16:08:02-07:00
Stop charging a full year! Charge monthly. You’re just trying to get more money out of people and banking on people quitting like gyms do. One reason I don’t want to use your app,2,2025-12-29T05:45:33-07:00
"I activated a 30 day free trail through the App Store, but was charged the 79.99$ annual fee immediately. During the trial period, the Premium features never unlocked and the service was unusable.

I contacted both Apple and Strava support. Strava support confirmed the refund must be handled through apple, and there are some technical account mismatch issues preventing the trial to go through. Apple denied the refund, leaving no resolution for a charge that occurred during a trail. 

This appears to be a billing synchronization issue between the App store and the app. Users of this app be cautious, there is no recourse if this happens.",1,2025-12-28T13:14:26-07:00
Use it on all my rides,5,2025-12-27T16:12:23-07:00
Everything I wanted to say is in the title.,5,2025-12-27T16:10:42-07:00
"Want to view your activity? Upgrade to premium! 
Want statistics that Garmin gives you for free? Upgrade to premium! 
Want to view your shoes? Upgrade to premium!
Want to open the app? Upgrade to premium!
Check you… Upgrade to premium!
Look… Upgrade to premium!
Upgrade to premium!

Super freaking annoying to get bombarded to upgrade before, during, and after every single action you take

You should know after my 3,000th decline that I’m not giving you money, and that you’re only annoying your customers",1,2025-12-27T15:07:16-07:00
"Love it for tracking miles, maps, and other stats, and for the social element. But wish there was a mid-tier membership for people that want to utilize route-building and leaderboards, but don’t necessarily want to utilize the training tools. $90/yr feels like an unnecessary cost for a hobbyist.",4,2025-12-26T16:12:14-07:00
"I like the app when it works normal but sometimes I want to see the info for an activity I completed and I can’t see it for hours sometimes, this is unacceptable for app I’m paying",2,2025-12-26T08:59:52-07:00
This platform brings together data of a vast variety of activities.  The application is very progressive in new innovations of data analysis.  It is certainly worth the paid subscription.,5,2025-12-26T04:19:29-07:00
Finding all the baddies on here,5,2025-12-25T16:15:39-07:00
i lvoe straba a lot hi,5,2025-12-25T16:14:40-07:00
Run,4,2025-12-24T16:07:55-07:00
"I have enjoyed using strava for many years. I am a happy paying customer and look forward to more features and a more integrated ecosystem: events, segments, training, nutrition all connected through hardware and strategic partnerships. Let’s go!",5,2025-12-24T16:07:25-07:00
"I’ve used Strava for years and used to REALLY love the app. Connecting with friends around fitness was such a novel idea in the tech space and Strava did it great.

But now EVERYTHING is behind a paywall. You can’t even see your distance on an activity like running or biking without paying for premium. It renders what was once an awesome app useless. 

It’s not worth your time.",1,2025-12-24T09:19:51-07:00
This app is the most sigma rizzler it’s a 41/10 no actually it’s a 67/10,5,2025-12-23T16:15:54-07:00
This is not only my favorite app.  but my favorite product. And that isn’t just hyperbole. I’ve been a  software product manager for 20 year and an endurance athlete since I was 15 (including competing in NCAA D1) My day is not complete without my workout(s) and if it doesn’t want loaded to Strava it didn’t happen. I live the analysis and history function alit and I love being able to connect and share with my fellow athletes.,5,2025-12-23T16:12:28-07:00
"Extremely disappointed that all the amazing features that made the app set apart from other sport tracking apps, such as Year in Sport, Best Efforts, Leaderboards, etc. you now have to pay a yearly subscription for. Really takes away from the users who have been consistently tracking their progress and athletic activities for many years.",3,2025-12-23T08:39:17-07:00
Great App. Wish I would have thunk of it. Tracks it all.,5,2025-12-22T16:16:38-07:00
No words needed,5,2025-12-22T16:10:58-07:00
"Got charged $85 for a subscription that I didn’t want, and I can’t get any support from Strava. Refunds can be posted in less than 2 weeks but I can’t find a way to contact anyone about a refund. Support response has no time frame, other than “sometimes wait times are longer than others” seems pretty scammy to me",1,2025-12-22T15:52:39-07:00
Love the app helps me stay motivated seeing all my other friends out there grinding and all the features it has to tell your statistics also the challenges are pretty dope,5,2025-12-21T16:12:17-07:00
"Google Maps is free and will route you on a bike path/trail.  Strava will not!
Everyone should know this before purchasing.  With that info it’s now useless to me.  The “heat map” is neat, but not worth the money. 
I will be trying out Gaia next. 🤞",2,2025-12-21T10:45:45-07:00
Great features and about everything you would want out of a cycling app. Unfortunately it’s too expensive for what it is. I’d subscribe if it was half the price.,3,2025-12-21T10:15:16-07:00
"Almost banned me for making a joke in my own Strava club, had to wait a month to get account back",1,2025-12-21T10:12:36-07:00
I liked old Strava better.  I wasn’t bombarded with upgrade and pay each time I added an activity.   I just want to ride.,2,2025-12-20T16:23:14-07:00
Garbage c level,1,2025-12-20T16:10:29-07:00
One of the best fitness tracker,5,2025-12-20T16:07:04-07:00
New workout graph with corner radius is unusable,1,2025-12-20T14:57:36-07:00
This app used to be good but now locks everything usable behind a paywall while still collecting valuable data from users. How am I both your source of revenue and source of data that makes the app useful? Just going to stick with apple health and Apple Watch.,1,2025-12-19T14:12:34-07:00
Year in Sport being a premium feature is dumb. It should be free like it was last year.,1,2025-12-18T14:37:23-07:00
Strava is the way social media should be!,5,2025-12-17T16:20:44-07:00
This app has motivated me to run more often.,5,2025-12-17T16:17:46-07:00
Strava and Runna are great apps but they need to be combined … two apps owned by the same company makes no sense. Also don’t email customer service for anything they are very rude !,1,2025-12-17T16:10:35-07:00
Lo único que mide bien es el tiempo,1,2025-12-16T16:04:21-07:00
Charged me money for a free trial and did not even provided access,1,2025-12-16T05:47:40-07:00
👍👍,5,2025-12-15T16:13:18-07:00
Everything is behind the subscription now. Even your recap of your year in sport! This app is a joke. It used to be good. Now they think they are the netflix of trackers and they are earning the reputation because they are becoming as bad as netflix.,1,2025-12-14T20:41:26-07:00
You have every other sport but not basketball?,1,2025-12-13T19:03:50-07:00
I’m sick of e-bikes taking kom’s and not entering their rides in the e-bike category.,1,2025-12-13T17:11:32-07:00
I’ve been on Strava for 10 years now I have to pay for year end in review. What a joke. I’m done. Lame features for premium anyway. Get on Trackster!,1,2025-12-13T04:00:55-07:00
The introduction of AI has made the app so much worse. Not worth paying for this anymore.,1,2025-12-12T11:42:16-07:00
"Overall great but I find that my data isn’t always correct. I ran a 5k and my Garmin app says 3.10, but for some reason Strava says it was 3.06 and I can’t figure out how to fix it. Kinda annoying but eh, otherwise a good app.",4,2025-12-12T10:20:10-07:00
I’ve been a huge fan of it for a while and paid for it for a long time till there price increases made it easier not not commit to the pay for the additional perks. I’m not here to complain about that it’s a business and I understand changing your prices. What is driving me away from is it the adds that pop up as you scroll or any time you tap anything asking you to pay  for the paid subscription so you can see everything.,2,2025-12-11T21:43:10-07:00
"I don’t have this app currently downloaded , yet I received an email with a code stating I requested to login (while I was working and not using my phone?) 
 Happy to send a screenshot or forward the email if needed. Concerned",2,2025-12-11T17:44:08-07:00
I have been using Strava for over ten years… Sub par app which every GPS watch company covers and/improves on from Strava. Everything on this app is now behind a pay wall. Absolute garbage.,1,2025-12-11T17:00:21-07:00
Strava was great until they made year in sport a premium feature only.,1,2025-12-11T16:36:39-07:00
"Formerly free features are no longer free and edits to entries are not possible without a subscription (e.g. adjusting elevation, which you can’t do with initial submission). Just feels like every other service now—pay more and get less.",1,2025-12-11T16:10:30-07:00
"Strava, whyyy!!!",1,2025-12-11T14:34:31-07:00
"Changing features to hide them behind a paywall. The app itself has plenty of ads for various 3rd party companies disguised as fitness challenges that will give you 10% off something and a never ending supply of emails. It’s a shame they decided to hide their best feature, year end in sport, behind a premium subscription. If you’re going to offer a premium subscription, make it worthwhile. There are plenty of other apps that will provide even better metrics for cheaper/free especially since more people use smart watches that will track their metrics. Strava isn’t even many dedicated athletes primary app, it’s just for the social aspect. If you want people to pay then make a better product.",1,2025-12-11T08:22:38-07:00
Useful data that used to be free and the year in sport review is now locked behind a paywall. We shouldn’t be responsible for subsidizing Stravas terrible Runna deal. You built a base on good faith and rug pulled them.,1,2025-12-11T08:16:19-07:00
Only reason I didn’t give this five stars is because you get about half the features when you don’t pay for the premium version.,4,2025-12-10T17:13:13-07:00
I wish I could search for previous entries by title or go to them on a calendar instead of scrolling back months and years.,2,2025-12-10T16:13:59-07:00
Back when I first got this app it was incredible. Over the years they have started adding more and more features from free to premium  which is a pain and frustrating to see from someone who has had it for so long. Really tired of good things getting locked behind a paywall especially things that we used to have access to.,2,2025-12-10T07:45:08-07:00
"Please stop pushing the payed subscription so hard. I can get all the same data in the Garmin app. I’d quit strava before paying for it. 

The only reason I use strava is for the social media aspect and I wouldn’t ever pay social media in general",3,2025-12-10T05:04:10-07:00
make year in sport open to everyone who uses the app like you used to!!! this is such a fun feature that i loved seeing every year but has been taken away for a chance to make even more money. makes me want to switch platforms. year end totals inspire everyone and everyone should have the chance to participate and see their own year end metrics.,1,2025-12-10T04:24:37-07:00
please support cadence from Apple Watch,1,2025-12-09T23:43:31-07:00
A lot of paywalls just to access the basic things. Especially yearwrap,4,2025-12-09T23:40:33-07:00
"Very good for runners
Better than MapMyRun",5,2025-12-09T16:24:07-07:00
annoying,1,2025-12-09T16:08:21-07:00
"You have to pay for everything, get strava premium or so much access is gone. You need to get strava premium to be able to see your “year in sport” which is essentially spotify wrapped but for your activities. Having to pay for everything is getting so ridiculous, strava fix your app.",1,2025-12-09T06:46:41-07:00
What a shame. I have had Strava for like 4 years now. Looked forward to the year in review. Now you have to pay to see it. Sad. The app has been hiding more and more behind paywalls. Garmin gives me all the stats that Strava makes you pays for so no need to burn $80. Just a shame I can’t see my “Year in Sport” anymore.,1,2025-12-09T05:48:41-07:00
Making the year in sports feature behind a paywall ruined my year.,1,2025-12-08T20:23:38-07:00
"I used to be able to rely on this app to sync with my Apple Watch, but these days, not so much. If the flakiness continues, I’m not gonna renew.",1,2025-12-08T19:49:01-07:00
"really loved this app but it's becoming increasingly excruciating to use the free version. i was a little shocked to discover today i can no longer see my PRs when i complete an activity. almost as shocked as i was a couple weeks ago when i discovered i can't see my run timelapse or my personal heat map anymore. its disappointing to see this app employ the strategy of making the free version more and more unusable until people cave and buy a subscription. i haven't even had this app for that long and i've seen several features previously accessible to free members get stripped from me. i would honestly rather you guys do what grindr does and throw an ad at me every 10 seconds. at least then i would actually want to use the app. it's ridiculous, just big and greedy behavior and i won't stand for it any longer. uninstalling. bye sister.",1,2025-12-08T19:01:43-07:00
"We’re on the verge of 2026, advancements in technology through the roof; and yet Strava can’t figure out how to upload a clear 4 second video… lol and you think I’d pay 11.99 for this?! 

Are you high?",1,2025-12-08T14:55:55-07:00
"I wanted to love this app. I set a goal to walk 1,000 miles in 2025. Almost every week I notice it doesn’t track my activity At least 2 or 3 times. So who even knows how close or far away I am from my goal. Also, the pace never seems right. It never matches, especially when I’m on a treadmill. Not worth the amount of money I paid and won’t renew.",3,2025-12-08T14:25:15-07:00
Make your year in sport for everyone you scam artists,1,2025-12-08T11:47:48-07:00
"Not a very useful app for me. I’m just an occasional runner and thought of improving my running pace for a half marathon. Paid for Strava subscription expecting I can get a running plan like Runna. But it only gives workout data that’s all. Those insights and data, I can see for free from other running apps and my fitness app on my smartwatch. This app might be useful to some people but not for me.",1,2025-12-08T08:19:40-07:00
I really like my new strava app!!!! The AI coach it super cool.,5,2025-12-07T16:16:13-07:00
I love Strava. It tracks my times and routes and has given me insight how to improve my times and better workouts.,5,2025-12-07T16:12:31-07:00
"i have been using this app for years and it’s so good, but can you please add a volleyball option for a sport? thank you",5,2025-12-07T13:20:37-07:00
This app is the best thing that has ever been made! It keeps track of my workouts and I can even see my friend’s workouts on there too! There is hundreds of groups to choose from and or you can make your own if you want! Make sure to give your friends kudos for me!,5,2025-12-05T15:42:18-07:00
"“Approximately 19.8 million people played pickleball in the U.S. in 2024, with the number of players increasing by over 300% in the last three years. This includes around 13.6 million casual players and 6.2 million core players (who play at least eight times a year). Some estimates suggest over 48 million adult Americans played at least once in 2023.  
Total U.S. players: Approximately 19.8 million in 2024, according to the Sports & Fitness Industry Association (SFIA). 
Casual players: About 13.6 million played between 1 and 7 times in 2024. 
Core players: Approximately 6.2 million played 8 or more times in 2024. 
Alternative estimate: The Association of Pickleball Professionals (APP) reported that over 48 million adult Americans had played at least once in the 12 months leading up to its 2023 study. “",1,2025-12-04T18:26:20-07:00
Great picture,5,2025-12-04T16:19:59-07:00
Will charge you without your knowledge,1,2025-12-04T12:06:04-07:00
My friends and i were hoping to use this for challenges. However the app won’t pick up any activity outside of what it downloads when you make your account. Only way to upload new activity is by making new accounts. Waste of time.,1,2025-12-04T09:25:09-07:00
I absolutely love Strava. I love the connectivity between myself and my runner friends. I love being able to see events and popular running routes. I also love segments and being able to track my progress. I usually upload from other apps like Nike Run Club into Strava and it’s awesome that I’m able to do that.,5,2025-12-03T16:29:36-07:00
Excelente,5,2025-12-03T16:18:38-07:00
I’ve been on STRAVA since October 2012 and became a Subscriber in 2020. I have seen this App grow to what I consider a Worldwide phenomenon. I get to view Professional activities and friends also. I can’t ride without it.,5,2025-12-03T16:13:38-07:00
"This is a awesome app. It has multiple purposes from tracking runs, finding paces and heart rates, to finding perfect groups, friends, and routs for you. This app allows you to congratulate others on their runs and comment on others achievements. No adds, no payment, just run and work. I hope you enjoy this app just as much as me",5,2025-12-03T16:10:45-07:00
It’s already bad enough that strava is out there starting fights they can’t win with Garmin. And Runna is just ChatGPT in an app. But I’m paying premium service yearly and the iPad app isn’t even an iPad app. Slowly but surely becoming a not premium product compared to competitors. Harder to rationalize the paid version over time.,3,2025-12-03T09:38:31-07:00
"I had been using Strava for over 7 years. Starting with the free version then upgrading to paid version, only regret, should have upgraded sooner. As much as I love the app one complaint is that it doesn’t get all the data from Apple Watch like running cadence.",5,2025-12-02T16:25:03-07:00
Need to add the ability to track indoor mileage from stationary bikes in commercial gyms.,2,2025-12-02T10:26:46-07:00
希望开发者增加一个可以自定义底部菜单栏的会员功能，像第一次登陆那种底部有三个功能的，有时候有的功能用不上，希望开发者考虑一下，谢谢,5,2025-12-02T04:20:30-07:00
"The latest update has made it less reliable.  And the countdown on the Apple Watch means that if the watch goes to sleep before the countdown is finished, the workout never records.  How stupid!  Also get many more workouts that are not synced.  I used to love the app. Not anymore.  The watch continues to get worse with each update. Now it takes a minute to load!",1,2025-12-01T09:45:07-07:00
"they forced a subscription trial on me and their worthless AI ""support"" can't do anything to help you ever. don't even bother. a pen and paper would be better than this garbage.",1,2025-11-30T18:19:05-07:00
fun to use,5,2025-11-30T17:39:48-07:00
"I often listen to music when I run, so I would love to be able to post a song from my run in my post, the way Instagram allows",4,2025-11-29T18:16:00-07:00
"Better make sure that you turn iOS Focus to ""do not disturb"". Otherwise, when the first message comes in, the ride you are recording is gone. They've had a *long* time to fix this problem, but haven't.",2,2025-11-29T18:13:24-07:00
"Since I started using this and slowly over the last 18 months acquired all my gear for training I’ve been able to keep track of my training and help me improve my runs, and triathlons! Makes me have the competitive edge I need to figure out my strength and weaknesses and show me when and where I can improve without injuring myself. Highly recommended for anyone who is looking to improve themselves over a long period of time and like competing against others with local courses in every city with they’re own records, nothing makes me feel better then dethroning someone and taking that crown!",5,2025-11-29T16:22:31-07:00
Love the AI review of my efforts and look forward to more improvements in analytics.,5,2025-11-29T16:12:45-07:00
The app use to be great when I had a paid subscription now it doesn’t record many of my workouts and if I do 2 only 1 will be recorded. I honestly don’t really need the app anymore,1,2025-11-29T08:45:19-07:00
"For a very elderly lady this app so easy for me to use and understand. I now look forward to my morning ride. Thank you.
Of course having my phone and using the app didn’t stop me from falling off my bike.",5,2025-11-27T16:17:45-07:00
"This app stopped auto uploading my bike rides, soccer, workouts, etc from apple fitness app. I’m not going to take the time to manually load all my activities. Making the app worthless for me. Deleted.",1,2025-11-27T11:37:54-07:00
"1. Does not capture the starting point in 10 out of 10 runs. (gps is locked in, blue dot is working)
2. Stupid idea to color other trails in same color as my current route, how to distinguish? Strava PO didnt think about it
3. Their web page for filing support cases is broken (tried safari and chrome)",1,2025-11-27T09:03:46-07:00
Nice settings. Easy to use.,5,2025-11-26T16:10:41-07:00
"title says it all. If you’re a real workout sicko I think premium is worth it too, but I pretty much just use it as a log and like to see what my buds are doing",5,2025-11-26T16:08:28-07:00
