review,rating,date
"Overall love the app tracking my various training segments and motivation of seeing my teammate’s progress. A really helpful feature I’d love to see them add is being able to program intervals and have an audio prompt. For example:I want to run 3x1000m with 2 min rest between intervals. The app telling me when I’ve run 1000m, how much time I have in my break, when to start running again would be a huge benefit for training. Also a major annoyance is that the timestamps for your activity isn’t tied to the GPS for your location. So if you travel your activities log time stamps get out of whack and it’s difficult to resolve. Not even sure if it will resolve at this point.",4,2025-11-25T22:58:42-07:00
"we get it, your VCs want their returns and that's fair, but making your app unusable with ""start your two week trial"" popups behind literally every feature (even including search!) is an anti-advertisement: i'm sure the app is great but it's impossible to tell without subscribing",2,2025-11-25T07:56:40-07:00
I still use the app for running workouts. Used to love all the data but the developers have slowly stripped the app in the name of monetization to where many of my friends have left for other social running trackers.  I have begun to rely more heavily on the Apple ecosystem to preserve my running training. All good things must end I guess.,2,2025-11-24T16:28:38-07:00
"Strava is undefeated. Tracks great, elevation, distance, calories, you name it- tracks accurate every time. Service or no service it’ll pick up on a signal.

I like the subscription as well, I like the AI prompts. It’s worth the $11.99 in my opinion. The heat maps are also a cool feature. Overall, 10/10",5,2025-11-24T16:17:11-07:00
Great app love it for tracking,5,2025-11-24T16:15:52-07:00
"Awesome app. Unfortunately, for the last EIGHT YEARS that I have used this app, they have systematically removed all of the free features that I loved and made them premium. Makes me way less likely to ever upgrade. Wish I could give negative stars.",1,2025-11-24T15:27:55-07:00
I LOVE STRAVA!!!! It is the first app i open when i wake up and i seem to be addicted to it. I find myself posting things i dont even want to post but it has to be there so other people can approve of my training with kudos. I simply need the approval of my fellow athletes through strava. My happiness almost depends on it.,5,2025-11-23T16:20:22-07:00
"I love Strava , I think it’s a great way to show off your workouts, walks, runs, etc and to add your friends and favorite athletes. Very good quality app to! Download Strava today!  “if you didn’t Strava, it didn’t happen.”",5,2025-11-23T16:19:58-07:00
Peloton workout now showing up,1,2025-11-22T16:15:05-07:00
I love it. With my whole heart.,5,2025-11-22T16:14:29-07:00
"For the most part, this is functional. I recently started using this instead of Nike Run Club in order to connect more with friends and family who exercise, and to be motivated by that. It is good for this. However, there are two large problems when compared to NRC.

(1) Free is stingy. With NRC you can always look up your best times (1 mile, 5K, 10K, etc.).   With Strava, for ***$80 per year*** you can see your best times. I mean, come on. I’m not asking for extremely detailed analysis of my exercise. This alone may have me going back to NRC at some point, or to record runs there after the fact.

(2) Glitchy auto-pause. In only 1 month using Strava, the auto-pause has randomly triggered twice for me and it remained on throughout the exercise until I saw it. This has happened with two family members and a friend in the past month, all who use different recording devices. Okay, so, I have removed autopause, but now need to remember to turn it off and on when I hit traffic signals.

Not the quality worth paying $80 for each year. Would I pay $10 one time to see my best times? Sure, I guess. But that’s not on the table.",3,2025-11-21T11:50:14-07:00
"Good luck trying to delete your account. It asks for a one-time code that was never emailed, time after time after time. Banging your head against a wall is a comparable experience.",2,2025-11-21T07:32:11-07:00
Same as the title.,5,2025-11-21T01:23:04-07:00
The best running app ever.,5,2025-11-20T16:18:58-07:00
"Strava is social media for runners. You post your workouts, add picture, compete for records and share your progress. If you love running you would love this app. It helps motivate you with the complete for segments against other runners. You can purchase Strava plus but the free version works great. There are over 150 million users. All of them can support you in your journey to be the best athlete you can.",5,2025-11-20T16:13:58-07:00
"Great app, I just want you to add dirt biking to the categories🙏🙏🙏",1,2025-11-20T08:14:06-07:00
Espectacular,5,2025-11-20T05:14:53-07:00
"Love the immediate gratification burst post-run and then the breakdown popping up to tell you all about your run immediately after. Nice work, Strava!",5,2025-11-19T19:58:45-07:00
I’ve been retelling and have found nowhere that the Strava app misses. 5 stars all the way.,5,2025-11-19T18:41:10-07:00
The Best data & social media Wellness app 🔥,5,2025-11-19T16:14:31-07:00
It would be great if Strava auto sync’d the auto detection exercises,3,2025-11-19T08:31:59-07:00
Excelente app!,5,2025-11-18T16:14:26-07:00
“If it’s not on Strava it doesn’t count!”,5,2025-11-18T16:07:17-07:00
"If it’s not on Strava, it didn’t happen. I don’t make the rules 🤷‍♂️",5,2025-11-17T17:54:56-07:00
From spam. To scam.,1,2025-11-17T11:23:54-07:00
Good,5,2025-11-16T21:31:02-07:00
I am currently running 15 miles and I was using Strava to calculate it and this is the first time I’ve done this distance. For whatever reason it has auto paused my workout since mile 13 and there’s no way to unpause it. I tried turning auto pause off and it’s still not overriding the system. It hasn’t tracked the last 2 miles and now I don’t even know my half a marathon or 50 mile pace and time. I’m just going to go back to my other app Run Trainer as this app has never done me dirty like this. 😡😡😡,1,2025-11-16T16:59:07-07:00
Is in consistent harshing my buzz when starting a ride,1,2025-11-16T16:13:03-07:00
"route builder constantly crashes, heat maps for gravel are basically non existent",1,2025-11-16T16:11:56-07:00
"Best app out there to track swim, bike, run stats!",5,2025-11-16T16:09:38-07:00
Used a free trial but they kept charging money during the free trial.  Even when I canceled my subscription they already charged another 79.99. Without my consent they charged a total of over a hundred dollars. Total scam,1,2025-11-15T17:36:48-07:00
"This app is always dependable, even during bad weather and long solo cross-country rides. It’s truly a great app.",5,2025-11-15T16:53:57-07:00
Great way to stay connected with my running buddies,5,2025-11-15T16:16:07-07:00
"It works the way I had wanted, a mapping log  for all my rides. I would like to see a layered map of my rides combined. Thx.",5,2025-11-15T16:14:54-07:00
"The price has gone up multiple times, and yet they keep pouring more the user’s own data behind a paywall, and intentionally neuter the app experience for non-paying users. I paid for a long time and do not feel it’s worth it any longer. Strava has lost the plot.",2,2025-11-15T08:59:43-07:00
Keeps showing distances in miles while kilometers are configured in settings. Makes activities private when no one asked about it.,1,2025-11-14T21:46:44-07:00
"Just logged on to see that Strava got rid of the pride map, blm map, and Ukraine map. What a bummer! Pride was my favorite. Bring them back Strava! Now you’re boring.",2,2025-11-14T19:48:56-07:00
Buttons are too sensitive. Automatically does a subscription preview. There are better apps.,1,2025-11-14T16:19:28-07:00
"This app can not decided if it wants to import data or not?  Very frustrating. Some days it transfer instantly.  Other times it takes a while.  Then again, it may not take the data in at all.  Maybe this user base has grown too fast for their technical capabilities.  Either way it’s
Not reliable.  Avoid.",1,2025-11-14T15:13:18-07:00
Very cumbersome to manually load files from iFIT to Strava,2,2025-11-14T10:48:36-07:00
"App is generally good. But could offer activities that people actually do instead of ‘roller ski’, ‘hand cycle’, & ‘kite surfing’. Add basketball please!",1,2025-11-14T08:58:12-07:00
almost perfect beside they should add the feature to count mileage on multiple shoes for one run. Because I switch out my shoes halfway through workout and can only track the mileage on one shoe,4,2025-11-13T16:15:54-07:00
It only post some of what you type and have tried to talk to a human to fix it but Strava has gotten too big so no time to fix anything without a million questions and it’s just no good.,3,2025-11-13T16:15:13-07:00
Used to be a great site/app until it became filled with dog walks and peloton. There’s no way to filter what you’d like to see and what you’d like to hide.,1,2025-11-13T15:50:57-07:00
"Really disappointing as a subscriber for many years to see that Strava took away the option on the app to make your activity’s maps Pride, Black Lives Matter, and support Ukraine themed away. Having the ability on the app to make my runs feel dedicated to important issues was something I loved about Strava. I will not be renewing my subscription when it comes up next year. Sad to see Strava cave on important issues like these. I will be sure to let my friends and family who also use Strava know that this app doesn’t care about their users anymore. Do better Strava!",1,2025-11-13T08:18:46-07:00
If you want to do anything on this app other than record activities u have to go to the website,1,2025-11-13T01:25:36-07:00
Removed Support Ukraine map type,1,2025-11-12T23:25:33-07:00
A great motivator,5,2025-11-12T16:21:04-07:00
Wish you could manually add vert using the app and not have to log into desk top version,4,2025-11-12T16:18:42-07:00
The Apple Watch app needs fixing! The 3-2-1 countdown is annoying. You need to wait for the full 3-2-1 and if you don’t the watch app doesn’t record the run. I learned this the hard way. The app was much better before the recent update. I’m missing .5 miles from my runs.,1,2025-11-12T05:19:39-07:00
I used to love strava!! back in the olden days when everything was free and fast and accurate. now any time i click anything a paywall prompts me to subscribe which is just dumb. i just want the old strava back. if i was paying for something new and better that would be one thing but it's really not that great for how much it costs,1,2025-11-11T17:40:22-07:00
"Love the app, but it would be so fun if we could add and share songs with our activities. That’s all, great app!",5,2025-11-11T14:40:53-07:00
"The OTF app already pushes the workout to Apple Health,  so why doesn’t Strava just pull the workout from Apple Health?!  Or just reverse engineer their API??",4,2025-11-11T12:14:23-07:00
"I love the app but please remove the “fan favorite” part in suggested people. The fan favorites are often influencers who aren’t even real athletes. Also- please add dirt biking. I hate having to use the ebike option for this. This is a good app though, and I love using it. Please respond to this and any other reviews posted here. It would be nice if you guys did that. 
Thanks",4,2025-11-10T21:13:04-07:00
Please add Treadmill workouts Strava.,4,2025-11-10T06:11:00-07:00
"I love the Strava app and it works great. That said I wish there were 2 features they added: a jog option, as this is functionally different than a walk or a run. Second would be automatic mile splits for walk/run (and jog) options. Even the inferior built-in app (ahem) has that. Hope Strava reads this! I’m a big fan of UX!",4,2025-11-09T10:18:30-07:00
Will not let me log in. After I paid it started giving me an error message. Customer support doesn’t help either when you cannot log in.,1,2025-11-09T09:14:29-07:00
"This week the widget has gone completely white. No visuals, no data. I have deleted and re-added. This weekly snapshot is very helpful for motivation and the loss of functionality is disappointing. (iPhone) I find the full app harder to navigate and cluttered for goal tracking vs the widget view.",3,2025-11-09T06:04:00-07:00
"Stop sharing your activities on FB where your friends don’t care about your healthy lifestyle, share it with your meathead friends who do the same thing you do. 

Recommendation for a future update, I want to be able to silence types of sports. I cycle, I don’t care about my friends running activities. I want the ability to silence genres of activities so it doesn’t show in the feed.",4,2025-11-08T16:22:48-07:00
"‘search here’ aww darn! seems like you need to pay us monthly for that. Seemingly useful app that will shake their spare change cup on every single menu. Utterly unneeded account creation and interests onboarding process that will make you press continue 10 times to actually view the app. The idea that the 3D map is a paid feature brings this from 2 stars to 1.  Looks like AllTrails is just barely scraping past these guys by a hair, which is pathetic.",2,2025-11-08T15:03:39-07:00
"This stupid app triple charged me ($11.99 X 3) when trying to sign up for their “30-day free trial”. Not only that, but I still done even have access to the full version of the app even after I was triple charged!  DO NOT sign up for this app unless you’re willing to go through apple to get a refund for being incorrectly charged.",1,2025-11-08T14:58:14-07:00
Don’t bite the hand that made you.,1,2025-11-08T06:02:21-07:00
I love this app. It’s so cool being able to see your friends workouts and being able to track your own!!,5,2025-11-07T17:06:45-07:00
"For the last few months when starting an activity, I have to keep my Apple Watch open and facing me for the entire 3 second countdown plus the next 2-3 seconds of time until the activity officially starts. 

Before I could just click start run and it would start immediately. This really impedes my ability to track runs, rides, etc when I’m just about to start it and I’m already on my bike but I have to pause and look at my watch continuously for at least 5 seconds or Strava will not begin tracking at all",2,2025-11-07T08:44:48-07:00
"The app has shown me what I needed to work on and what I have achieved. It’s kept me and my running friends connected even though we live in different areas of Central Florida, we can still cheer each other on!!!",5,2025-11-06T16:18:01-07:00
Literally the best app ever. A1 for the running / exercise community. 100% beneficial and inspiring all the time.,5,2025-11-06T16:09:55-07:00
This is the most awesomest app ever,5,2025-11-06T16:06:15-07:00
The app constantly peddles their premium feature. There are numerous other apps that offer these features for free like Suunto or Nike Run Club. I just want to use the app without pop ups,2,2025-11-06T10:01:00-07:00
"I have had a Strava account since it's early days. In addition to offering me the opportunity to keep track of my personal stats and results, Strava has helped me develop and maintain relationships with cyclists around the world.  
I also use it to track the efforts and results of my coached athletes. 
The Strava beacon is an indispensible asset.  It not only provides me with peace of mind as my wife Melanie trains for her running events but it also allows my 80+ year old in-laws who live 1,800 km away from me ""watch"" my rides and cheer me on in real time and being part of the action. 
It is a great tool and asset at a bargain price!
I appreciate that it exists.",5,2025-11-05T16:25:00-07:00
great app,5,2025-11-05T16:11:11-07:00
Quand tu 5km strava compte 10km. Point à corriger,1,2025-11-04T23:39:01-07:00
"This app used to be great, but now it’s a frustrating mess. I’m paying for a subscription that I can’t even use. Every time I try to access paid features, the app loops me back to the subscription screen, only to tell me I’m already subscribed. No error page, no explanation; just a broken experience for paying customers.
What makes it worse is the lack of real support. I submitted a ticket and have heard nothing back. It shouldn’t take this long to get a response, especially when I’m paying for a premium service. Strava needs to fix this issue immediately and start taking care of its loyal customers.",1,2025-11-04T19:10:25-07:00
Strava hides most of its features behind the premium subscription. That would be fine if it didn’t just overwrite your recorded data based on their own algorithms and the KOMs weren’t all cars an E-Bikes.,1,2025-11-04T16:27:28-07:00
"Overall great app. There’s some functionality between the site and the app that’s a miss. Analyzing the grade of a route is substantially better in competing platforms like Komoot, where it’s all within the app.  I find myself toggling between the two apps to find the information I want. 
It’s also pretty annoying that we can’t eliminate or delete segments from occurring in the middle of a ride. 
These are just some functionality features that I’d like to see. The more the app can function like the site, the better.",4,2025-11-04T16:20:54-07:00
"Strava is a fantastic way to stay connected with friends who cycle and run, and to support one another❤️",5,2025-11-04T16:11:58-07:00
i’ve been using the free app for a while and I did purchase a subscription about a month ago. The payment came out and my Apple account shows that I’m subscribed but Strava does not. I am going on month two with a payment being withdrawn but no subscription and I’ve reached out to app support three times already with no response.,2,2025-11-04T00:40:23-07:00
"This is like a instagram for running. I love the features, commenting on your friends posts. Being able to see the route you ran. The athlete intelligence. Mile splits. One thing I do wish is that when you do the fly over it will show you time. That would be s great addition for a premium feature",5,2025-11-03T19:28:45-07:00
"While the app is overall good for tracking my running progress and workouts, there’re several major issues. First of all, if a GPS malfunctions during a race, resulting in your distance being cut short, there’s no way to rectify this. Strava does not consider manually entered activities as best efforts (why though?? I’m the one paying for it to track MY progress), and their customer support is useless. Secondly, the new AI feature is garbage - race predictions are frustrating and not accurate at all. The AI tool is simply not good enough to evaluate your training, training approach and little adjustments to the training plan, weather conditions, terrain, elevation, etc., to come up with accurate race predictions. There should be an option to hide or turn off the AI feature. 

Lately, I feel pretty disappointed about my experience, especially given the high price point. It just feels like Strava’s product team does not listen to users’ complaints and concerns.",3,2025-11-03T10:00:12-07:00
How annoying is the fact that the Apple Watch appears to be supported but it’s not really integrated.,3,2025-11-03T08:35:08-07:00
"I tried their subscription two years ago with a trial, and canceled before the end through their app. They continued to charge me anyway without ever sending a renewal notice or orchard confirmation. I would never trust them with information again.",1,2025-11-02T12:50:43-07:00
"I purchased a plan and the app won’t update, it’s blocking all of the items I’ve subscribed to.",1,2025-11-02T10:22:01-07:00
BRILLIANT 🤩,5,2025-11-02T10:17:10-07:00
"I have error while authorizing shark wear to connect to strava
Error message : error",5,2025-11-02T08:13:08-07:00
"Daily recaps of whatever I’m doing, with pithy sayings and fun stories. I don’t know where else I could share it, and be entertained by the same.",5,2025-11-01T17:21:19-07:00
The app will lose connection and show a straight line on far too many of my hikes. I can hike out and back on the exact same route but it will only record half of it.,3,2025-11-01T17:14:10-07:00
"Seeing the other athletes, enjoying the great outdoors on Strava always makes me happy and motivated. Getting a few kudos is always nice as well. I thought the free part of the app would do me fine but now I’m wanting to use more.",5,2025-11-01T17:10:42-07:00
App and website fail on iOS. I cannot even login from my iPhone. I just tried to create a new route from the website and encountered an error. App does not allow custom route uploads. It looks like Strava is limited to just recording your workouts.,1,2025-11-01T16:48:55-07:00
Lame app - you can basically do nothing without the subscription,2,2025-10-31T18:49:24-07:00
"Thank you for doing this! Exports have been a little funky, images get chopped up when you add to Instagram stories. Otherwise, it’s been fun having different options for exports!

Old review:
We need the ability to change templates for exports. Followers on other social medias get bored with the same forced overlay. I’d kindly ask you to bring back the old one and add a new one for three different options to mix things up.",5,2025-10-30T16:16:38-07:00
"Was a really good app , i used to be able to create my own route . But now they want you to go on the website to create a route …..//
But when you get to the website it tells you you need to use a computer … so now i need a computer or pay a subscription just to create my own route ..",2,2025-10-30T13:07:28-07:00
"I’ll preface this by saying it’s definitely not a 1 star app. I just have to give it a low rating to balance against others. 

My main complaint is the substantial amount of paywalls. I love the concept of a social media for training and the app is great. On a free membership I get that social connection at the least and the tracking of my workouts. 

However, I just can’t stand the emails, the push notifications, the on screen pop ups, that all demand that I sign up for premium. Let me just say no once and forget about it. Not try and pressure me after every page I select.",1,2025-10-30T07:14:12-07:00
Have loved this app but last couple of days has not been tracking very good!,4,2025-10-29T05:53:54-07:00
The app is great but it often does not document my workout times. It will take my 1 hour lift and save it as a couple seconds. Very annoying.,3,2025-10-29T00:23:44-07:00
"Good: 
- Route mapping
- Social element

Bad:
- Missing basics like turn by turn routes on Apple Watch

- The audio cues when running were limited compared to other apps cheaper (or free)

- Bizarre inaccurate postings to Health app which caused me to just delete the app and not buy it after the free trial

I found I didn’t really have any purpose for it.",2,2025-10-28T21:24:50-07:00
"Strava renewed me without authorization,
I never had a subscription nor did I want one. It’s unethical and criminal to renew and take money from someone without authorization- please beware of this shady scheme by stabs",1,2025-10-28T19:34:12-07:00
"I use the free version of Strava to record every ride I go on and am so grateful for that gift. I don’t really need any more features than what I already get with this version, but others I’m sure will find the additional benefits of a paid subscription extremely valuable.",5,2025-10-28T17:21:02-07:00
Cost:value ratio has decreased unfortunately compared to a few years ago. Still a decent product but...did we even ask for AI? No. We didn't.,4,2025-10-28T17:17:37-07:00
"How fun to have a social network for fitness! It does motivate me, I find, in many ways.",5,2025-10-28T17:15:22-07:00
This is fire only it doesn’t give you KitKats,5,2025-10-28T17:13:54-07:00
"Too much emphasis on personal records, and “king of the hill”",1,2025-10-28T17:13:39-07:00
Doesn’t read Activities occasionally and it’s a pain to try to find the lost ones,2,2025-10-28T17:12:51-07:00
Fun to track my exercise and see what friends are doing. Great app to see your routes and compare with others.,5,2025-10-27T17:17:47-07:00
Goat social media,5,2025-10-27T17:10:51-07:00
"Love the app and all its features, especially the ability to find paths everywhere I go.

I have been having an issue with one of the most recent updates whereby the app doesn’t record. It seems to be user error combined with bad UX. I hit record and it transfers me to a second screen (my last paused run I assume) without starting recording. I know I need to click again on the second screen to start recording, however, I would hope that a clean Icon that just says record would simply start recording always.",3,2025-10-27T16:12:21-07:00
"i absolutely love this app. its great for riding but i lose too much battery on my rides which cuts them short all the time and cant use my phone as much. a bunch of features from the free trial but after it ended, im not available to as much things, obviously. for the free users, can you guys please make it so that the map/route creator and the leaderboards are available to the people who dont have subscriptions?",4,2025-10-26T17:36:16-07:00
Track your miles and speed,5,2025-10-26T17:16:24-07:00
I’m able to connect with all of my friends and I helps me track all of my runs. 10/10. I would definitely recommend this app.,5,2025-10-26T17:07:28-07:00
"Please create a downhill category as my shuttled 
/lift access downhill runs are no longer registering. This is a consistent issue amongst the downhill community with your app. I am (and the rest of the downhill community) indifferent about the shuttle/lift access mileage and it can be omitted from the rides.",1,2025-10-25T20:22:18-07:00
A lot of the GOOD features are locked behind paywall. But for free and just run tracking it's good. I use this and Nike run which has better free goodies. But if you wanna pay that's where the magic of this app comes in,5,2025-10-25T17:18:21-07:00
Its good besides the fact that its always buging me about the subscription like what the sigma,3,2025-10-25T17:08:19-07:00
I’ve been contacting them for about a year over an issue where their app will lose all GPS data upon completion of the activity. They have not fixed the issue. BEWARE! Do not let your phone connect to Wi-Fi while you’re recording! STRAVA APP WILL LOSE ALL GPS DATA!,2,2025-10-25T17:04:09-07:00
Only synchs from my watch about half the time,2,2025-10-24T17:19:34-07:00
"I love this app. This app is the reason why I run, tracking my runs motivates me to run more and this app has the favorite format of all the ones I’ve tried.
I wish that there were less only for subscription features and it’s kinda of annoying how often it tries to convince you to get the subscription, but all in all great exercise app.",4,2025-10-24T17:14:25-07:00
Such a good way to track runs and share it with your friends,5,2025-10-24T17:11:50-07:00
한국 스토어에 돌아오라,5,2025-10-24T05:38:47-07:00
Is was disappointed to learn they don’t have a wheel chair option as exercise type. Pretty lame.,2,2025-10-23T18:21:34-07:00
"Some ex-googler came in and wrecked the app. Constant nags to boost KPIs on features you’re already paying for, AI that’s at best annoying, cutting connections to third party apps, and more.",1,2025-10-23T14:58:29-07:00
"Just stopped using the app. SO TIRE OF SUBSCRIPTION HAMMERING. 

NIKE and Apple Watch app have the same features for free",1,2025-10-23T13:43:29-07:00
"I have been using strava since almost 3 years. But latest update which was about strava recovery tag option for activities like with pet, recovery etc. are not showing in my app or website version. My app is also updated version. And i did uninstall and install strava app again but still that option is not showing. I complained about it in mail to strava support but they couldn’t resolve also",3,2025-10-23T07:48:19-07:00
Free trial just for the thing i got the app for. To see a route. Screw you guys,1,2025-10-22T21:07:26-07:00
Strava vs Garmin.  Goodbye Strava,1,2025-10-22T18:06:09-07:00
"When Garmin/ Runna what’s to start 2 weeks of walking before running no matter what program you choose, I can rely on Strava for time/distance run.",5,2025-10-22T17:16:20-07:00
Buen meteos para entrenar,5,2025-10-22T17:15:52-07:00
It’s so easy to stop the tracking because of where they put the pause/stop button. Right above where you swipe. So if you do it on the move it’s extremely easy to stop the measuring and you dont know it until the end.,2,2025-10-22T15:50:02-07:00
Manual entries Have Become difficult on a daily basis. With an alert from Starva “something went wrong please try again” this has become a daily issue. Sometimes not resolved till the next day. Wait and see,1,2025-10-21T15:38:39-07:00
Strava suing Garmin while majority of users are Garmin connected to Strava. No need to pay subscription when Garmin offers the same amount of features for free. No need for double the data.,1,2025-10-21T11:42:10-07:00
I ran a 4k at a race with my apple watch as I had been using my phone for practicing and it won’t let me see the race even though I tracked it all. I just wanna see my stats bru,2,2025-10-21T10:44:27-07:00
"I love it, it’s a great way to connect, see statistics, and challenge yourself to do more.",5,2025-10-20T17:06:25-07:00
Sortass,1,2025-10-20T16:22:16-07:00
"Cut ties with Garmin? It was a good run, no pun intended. Cya",1,2025-10-20T13:24:43-07:00
"App don't show map overview when entering profile also keep saying something went wrong, I assume it's server overload or something still bad experience.
I try to reinstall it but same things keep happening",2,2025-10-20T11:04:27-07:00
"Good app for tracking, the community aspect is the main draw. Less feature-rich than other free apps, in a misguided attempt to drive subscriptions by putting some basic data behind a paywall. This will lead to the app’s ultimate decline: you need to earn money by adding value, not by holding users hostage.

Needs to integrate heart rate monitoring from air pods pro 3.",3,2025-10-17T08:46:26-07:00
"Segments are great, other features simple and among best in class. Few nits like they keep bugging me to pay",4,2025-10-16T17:14:12-07:00
"Amazing, this is the only app I’ve used for tracking athletic activities and it has been a blast to use the whole time, I definitely think that also being a subscriber helps with the overall experience. But! At I think just over $90 for the whole pass per year doesn’t seem too bad! You also get tons of perks with it. Overall amazing app you are about to meet tons of other elite people on it as well, if your friends are on it then you can follow them too!",5,2025-10-16T17:11:36-07:00
It’s terribly frustrating and misleading I am trying for a new PR and it has not once worked correctly either it says I’m going 10mph faster or it just guesses where I ran it! Overall 👎👎,1,2025-10-16T15:46:15-07:00
"Great app, but messaging has a bug where you cannot create a message to everyone who follows you, because when you scroll down you only get the first ~83 of your followers.  At least this is the case for me… :)",3,2025-10-16T05:52:39-07:00
"Really useful. Except I can’t seem to find the option to log an indoor walk on my Apple Watch. I see you can do indoor run, but no walk? I might be missing it but I can’t seem to find it.",4,2025-10-15T19:32:57-07:00
"I don’t want AI just for a premium feature, I’d like to disable to completely from my profile. It’s sad to see reading comprehension be ran down by stuff like this",1,2025-10-15T10:00:13-07:00
"I became a premium member in 2014, and I can honestly say Strava was one of the biggest reasons I got into long distance road cycling thanks to the distance badge challenges and gran fondos. Back then they gave you a couple months of Zwift as a premium perk which was all I needed to endure January and February in Michigan. This was also before they turned flybys off by default to all users, booted ReLive, sued Trainer Road and tried to sue Garmin (what a joke). The app has gone way down hill and stopped providing what I considered to be a “premium” experience post Covid.. so I cancelled my premium subscription and now I just get bombarded with “ThErEs sO mUcH mOrE tO sTrAvA!” at every press of a button or swipe of the screen. I could honestly see myself abandoning the app all together in the near future.",1,2025-10-14T19:27:28-07:00
Great app. Please let indoor cycle mileage reflect on Strava. TY.,5,2025-10-14T17:10:11-07:00
Been using strava since 2019.  But I guess my time here is limited.,1,2025-10-14T17:09:46-07:00
"This app used to be so much better. I used to pay for it and stopped to save money, and noticed a significant difference once I stopped paying for it. Inaccurate times, elevation tracking, it’s like once you save your activity something just gets made up that’s kind of close to what you actually did. Even when I resubscribed, it still didn’t get much better. I ended up purchasing a watch for longer runs/races and hoped it would also fix the strava issue. The literal next week they got pissy about Garmin. Great! Today I timed myself separately on my watch during my run to see just how far off it was. There was a 4 min difference for a short 5k…. That’s quite a lot. Not useful for training in any sense anymore because the data is so inaccurate.",1,2025-10-14T10:59:04-07:00
"Since Garmin will no longer upload to Strava after November 1st due to your nonsense lawsuit, I hope you are ready for a major loss in revenue. This app was on its way out for the far left political heat maps and posts anyway. 
You can only make so many mistakes in business.",1,2025-10-14T08:25:04-07:00
"It automatically started using my 30 day free trial, and I didn't opt for that myself, and this month I won't be available to use it to actually test out any of the features. How do I stop the trial until I’m ready to actually see if I want it?? I generally like this app but this was the WORST possible time for it to do this randomly.",4,2025-10-13T17:53:43-07:00
Strava is the only app that actually works and has a valid fan base out there it’s fee hholesome to use no I’m not a bot 🥹❤️🔋😁,5,2025-10-13T17:03:50-07:00
"Cancelled because of the Garmin lawsuit. I love Strava, but I’ll find another app that actually uses my watch data instead of suing for literally the stupidest reason.",3,2025-10-13T16:02:56-07:00
Can’t use Garmin devices to upload. Need to meet customers where they are.,1,2025-10-12T20:34:30-07:00
Dumb move,1,2025-10-12T18:40:15-07:00
I’ll cancel Strava premium the moment Garmin stops syncing.,1,2025-10-12T17:18:34-07:00
Gives me a great place to track my physical activities. And track my progress👌.,5,2025-10-12T17:10:26-07:00
"I got this because I receive it a subscription as a present, I used to have Nike free app and so it was so much better. Strava is uselessly difficult, and if you don’t really care about showing other people that you worked out it is definitely not worth its price",1,2025-10-11T16:11:10-07:00
"Given the option to choose between Strava and my watch, Strava can go the way of the dodo.",1,2025-10-11T10:10:17-07:00
"I purchased the app a week ago and received an error that there was an issue and to contact support. I have been charged the full amount, done all of the things suggested in the support articles, and submitted several support tickets. I have received one response, sending me more articles of what I have already done. Still no fix. At this point I should be charging them for my time!",1,2025-10-11T04:28:25-07:00
Just cancelled my subscription given the new garmin news. They won’t allow us garmin users to auto upload. Bye until they come to their senses at Strava .,5,2025-10-10T19:34:36-07:00
"I definitely use this app more often than any other app I use on my phone, except iMessages. Also a great way to track every activity I do almost every day, with good time, pace, and gps location. 10/10",5,2025-10-10T17:12:05-07:00
"Fix your stuff strava, if you don’t allow auto upload I’m dropping this app.",1,2025-10-10T11:08:38-07:00
"I started using Strava back in August of this year, and I can confidently say this workout tracking app is incredible. It has motivated me to keep running, stay consistent with my workouts, and push myself in training. Strava keeps me moving forward, helping me improve my performance and beat my personal records with each run. I’ve never reviewed an app before, but I genuinely felt compelled to do so for this one. It’s made a real difference in my routine, and I hope it can inspire and help someone else the way it has helped me.",5,2025-10-09T23:25:49-07:00
